"year","state","state_po","county_name","county_fips","totalvotes","candidate","party","all_votes","pct_votes","candidate_rank"
2012,"MINNESOTA","MN","DOUGLAS",27041,20953,"MITT ROMNEY","REPUBLICAN",11884,"56.7",1
2012,"MINNESOTA","MN","FARIBAULT",27043,7713,"MITT ROMNEY","REPUBLICAN",4104,"53.2",1
2012,"MINNESOTA","MN","FILLMORE",27045,10892,"BARACK OBAMA","DEMOCRAT",5713,"52.5",1
2012,"MINNESOTA","MN","FREEBORN",27047,16706,"BARACK OBAMA","DEMOCRAT",9326,"55.8",1
2012,"MINNESOTA","MN","GOODHUE",27049,25801,"MITT ROMNEY","REPUBLICAN",12986,"50.3",1
2012,"MINNESOTA","MN","GRANT",27051,3487,"MITT ROMNEY","REPUBLICAN",1748,"50.1",1
2012,"MINNESOTA","MN","HENNEPIN",27053,680065,"BARACK OBAMA","DEMOCRAT",423982,"62.3",1
2012,"MINNESOTA","MN","HOUSTON",27055,10446,"BARACK OBAMA","DEMOCRAT",5281,"50.6",1
2012,"MINNESOTA","MN","HUBBARD",27057,11520,"MITT ROMNEY","REPUBLICAN",6622,"57.5",1
2012,"MINNESOTA","MN","ISANTI",27059,20217,"MITT ROMNEY","REPUBLICAN",11675,"57.7",1
2012,"MINNESOTA","MN","ITASCA",27061,23919,"BARACK OBAMA","DEMOCRAT",12852,"53.7",1
2012,"MINNESOTA","MN","JACKSON",27063,5430,"MITT ROMNEY","REPUBLICAN",3044,"56.1",1
2012,"MINNESOTA","MN","KANABEC",27065,8150,"MITT ROMNEY","REPUBLICAN",4328,"53.1",1
2012,"MINNESOTA","MN","KANDIYOHI",27067,21465,"MITT ROMNEY","REPUBLICAN",11240,"52.4",1
2012,"MINNESOTA","MN","KITTSON",27069,2420,"BARACK OBAMA","DEMOCRAT",1241,"51.3",1
2012,"MINNESOTA","MN","KOOCHICHING",27071,6458,"BARACK OBAMA","DEMOCRAT",3451,"53.4",1
2012,"MINNESOTA","MN","LAC QUI PARLE",27073,3984,"BARACK OBAMA","DEMOCRAT",1974,"49.5",1
2012,"MINNESOTA","MN","LAKE",27075,6820,"BARACK OBAMA","DEMOCRAT",4043,"59.3",1
2012,"MINNESOTA","MN","LAKE OF THE WOODS",27077,2234,"MITT ROMNEY","REPUBLICAN",1306,"58.5",1
2012,"MINNESOTA","MN","LE SUEUR",27079,14795,"MITT ROMNEY","REPUBLICAN",7715,"52.1",1
2012,"MINNESOTA","MN","LINCOLN",27081,3120,"MITT ROMNEY","REPUBLICAN",1595,"51.1",1
2012,"MINNESOTA","MN","LYON",27083,12388,"MITT ROMNEY","REPUBLICAN",6594,"53.2",1
2012,"MINNESOTA","MN","MAHNOMEN",27087,2182,"BARACK OBAMA","DEMOCRAT",1276,"58.5",1
2012,"MINNESOTA","MN","MARSHALL",27089,4698,"MITT ROMNEY","REPUBLICAN",2569,"54.7",1
2012,"MINNESOTA","MN","MARTIN",27091,10968,"MITT ROMNEY","REPUBLICAN",6657,"60.7",1
2012,"MINNESOTA","MN","MCLEOD",27085,18553,"MITT ROMNEY","REPUBLICAN",11069,"59.7",1
2012,"MINNESOTA","MN","MEEKER",27093,12214,"MITT ROMNEY","REPUBLICAN",6913,"56.6",1
2012,"MINNESOTA","MN","MILLE LACS",27095,13091,"MITT ROMNEY","REPUBLICAN",6951,"53.1",1
2012,"MINNESOTA","MN","MORRISON",27097,16714,"MITT ROMNEY","REPUBLICAN",10159,"60.8",1
2012,"MINNESOTA","MN","MOWER",27099,18539,"BARACK OBAMA","DEMOCRAT",11129,"60.0",1
2012,"MINNESOTA","MN","MURRAY",27101,4767,"MITT ROMNEY","REPUBLICAN",2504,"52.5",1
2012,"MINNESOTA","MN","NICOLLET",27103,18357,"BARACK OBAMA","DEMOCRAT",9652,"52.6",1
2012,"MINNESOTA","MN","NOBLES",27105,8520,"MITT ROMNEY","REPUBLICAN",4581,"53.8",1
2012,"MINNESOTA","MN","NORMAN",27107,3207,"BARACK OBAMA","DEMOCRAT",1730,"53.9",1
2012,"MINNESOTA","MN","OLMSTED",27109,78316,"BARACK OBAMA","DEMOCRAT",39338,"50.2",1
2012,"MINNESOTA","MN","OTTER TAIL",27111,31670,"MITT ROMNEY","REPUBLICAN",18860,"59.6",1
2012,"MINNESOTA","MN","PENNINGTON",27113,6517,"MITT ROMNEY","REPUBLICAN",3305,"50.7",1
2012,"MINNESOTA","MN","PINE",27115,13965,"MITT ROMNEY","REPUBLICAN",6845,"49.0",1
2012,"MINNESOTA","MN","PIPESTONE",27117,4646,"MITT ROMNEY","REPUBLICAN",2826,"60.8",1
2012,"MINNESOTA","MN","POLK",27119,14693,"MITT ROMNEY","REPUBLICAN",7615,"51.8",1
2012,"MINNESOTA","MN","POPE",27121,6246,"MITT ROMNEY","REPUBLICAN",3142,"50.3",1
2012,"MINNESOTA","MN","RAMSEY",27123,278822,"BARACK OBAMA","DEMOCRAT",184938,"66.3",1
2012,"MINNESOTA","MN","RED LAKE",27125,1975,"MITT ROMNEY","REPUBLICAN",978,"49.5",1
2012,"MINNESOTA","MN","REDWOOD",27127,7790,"MITT ROMNEY","REPUBLICAN",4570,"58.7",1
2012,"MINNESOTA","MN","RENVILLE",27129,7710,"MITT ROMNEY","REPUBLICAN",4149,"53.8",1
2012,"MINNESOTA","MN","RICE",27131,32267,"BARACK OBAMA","DEMOCRAT",17054,"52.9",1
2012,"MINNESOTA","MN","ROCK",27133,4846,"MITT ROMNEY","REPUBLICAN",2810,"58.0",1
2012,"MINNESOTA","MN","ROSEAU",27135,7352,"MITT ROMNEY","REPUBLICAN",4409,"60.0",1
2012,"MINNESOTA","MN","SAINT LOUIS",27137,115594,"BARACK OBAMA","DEMOCRAT",73378,"63.5",1
2012,"MINNESOTA","MN","SCOTT",27139,71647,"MITT ROMNEY","REPUBLICAN",40323,"56.3",1
2012,"MINNESOTA","MN","SHERBURNE",27141,46509,"MITT ROMNEY","REPUBLICAN",27848,"59.9",1
2012,"MINNESOTA","MN","SIBLEY",27143,7815,"MITT ROMNEY","REPUBLICAN",4693,"60.1",1
2012,"MINNESOTA","MN","STEARNS",27145,78477,"MITT ROMNEY","REPUBLICAN",43015,"54.8",1
2012,"MINNESOTA","MN","STEELE",27147,19124,"MITT ROMNEY","REPUBLICAN",9903,"51.8",1
2012,"MINNESOTA","MN","STEVENS",27149,5652,"MITT ROMNEY","REPUBLICAN",2766,"48.9",1
2012,"MINNESOTA","MN","SWIFT",27151,5119,"BARACK OBAMA","DEMOCRAT",2751,"53.7",1
2012,"MINNESOTA","MN","TODD",27153,11803,"MITT ROMNEY","REPUBLICAN",6719,"56.9",1
2012,"MINNESOTA","MN","TRAVERSE",27155,1847,"BARACK OBAMA","DEMOCRAT",943,"51.1",1
2012,"MINNESOTA","MN","WABASHA",27157,11763,"MITT ROMNEY","REPUBLICAN",6049,"51.4",1
2012,"MINNESOTA","MN","WADENA",27159,6791,"MITT ROMNEY","REPUBLICAN",4143,"61.0",1
2012,"MINNESOTA","MN","WASECA",27161,9747,"MITT ROMNEY","REPUBLICAN",5116,"52.5",1
2012,"MINNESOTA","MN","WASHINGTON",27163,142133,"BARACK OBAMA","DEMOCRAT",70203,"49.4",1
2012,"MINNESOTA","MN","WATONWAN",27165,5144,"MITT ROMNEY","REPUBLICAN",2517,"48.9",1
2012,"MINNESOTA","MN","WILKIN",27167,3222,"MITT ROMNEY","REPUBLICAN",1884,"58.5",1
2012,"MINNESOTA","MN","WINONA",27169,27232,"BARACK OBAMA","DEMOCRAT",14980,"55.0",1
2012,"MINNESOTA","MN","WRIGHT",27171,67816,"MITT ROMNEY","REPUBLICAN",40466,"59.7",1
2012,"MINNESOTA","MN","YELLOW MEDICINE",27173,5414,"MITT ROMNEY","REPUBLICAN",2806,"51.8",1
2012,"MISSISSIPPI","MS","ADAMS",28001,15447,"BARACK OBAMA","DEMOCRAT",9061,"58.7",1
2012,"MISSISSIPPI","MS","ALCORN",28003,14830,"MITT ROMNEY","REPUBLICAN",11111,"74.9",1
2012,"MISSISSIPPI","MS","AMITE",28005,7706,"MITT ROMNEY","REPUBLICAN",4414,"57.3",1
2012,"MISSISSIPPI","MS","ATTALA",28007,9092,"MITT ROMNEY","REPUBLICAN",5126,"56.4",1
2012,"MISSISSIPPI","MS","BENTON",28009,4116,"BARACK OBAMA","DEMOCRAT",2051,"49.8",1
2012,"MISSISSIPPI","MS","BOLIVAR",28011,15428,"BARACK OBAMA","DEMOCRAT",10582,"68.6",1
2012,"MISSISSIPPI","MS","CALHOUN",28013,7068,"MITT ROMNEY","REPUBLICAN",4412,"62.4",1
2012,"MISSISSIPPI","MS","CARROLL",28015,5992,"MITT ROMNEY","REPUBLICAN",3960,"66.1",1
2012,"MISSISSIPPI","MS","CHICKASAW",28017,8503,"BARACK OBAMA","DEMOCRAT",4378,"51.5",1
2012,"MISSISSIPPI","MS","CHOCTAW",28019,4273,"MITT ROMNEY","REPUBLICAN",2812,"65.8",1
2012,"MISSISSIPPI","MS","CLAIBORNE",28021,5484,"BARACK OBAMA","DEMOCRAT",4838,"88.2",1
2012,"MISSISSIPPI","MS","CLARKE",28023,8253,"MITT ROMNEY","REPUBLICAN",5049,"61.2",1
2012,"MISSISSIPPI","MS","CLAY",28025,11072,"BARACK OBAMA","DEMOCRAT",6712,"60.6",1
2012,"MISSISSIPPI","MS","COAHOMA",28027,10549,"BARACK OBAMA","DEMOCRAT",7792,"73.9",1
2012,"MISSISSIPPI","MS","COPIAH",28029,14123,"BARACK OBAMA","DEMOCRAT",7749,"54.9",1
2012,"MISSISSIPPI","MS","COVINGTON",28031,9348,"MITT ROMNEY","REPUBLICAN",5405,"57.8",1
2012,"MISSISSIPPI","MS","DESOTO",28033,65794,"MITT ROMNEY","REPUBLICAN",43559,"66.2",1
2012,"MISSISSIPPI","MS","FORREST",28035,30236,"MITT ROMNEY","REPUBLICAN",16574,"54.8",1
2012,"MISSISSIPPI","MS","FRANKLIN",28037,4493,"MITT ROMNEY","REPUBLICAN",2735,"60.9",1
2012,"MISSISSIPPI","MS","GEORGE",28039,9856,"MITT ROMNEY","REPUBLICAN",8376,"85.0",1
2012,"MISSISSIPPI","MS","GREENE",28041,5922,"MITT ROMNEY","REPUBLICAN",4531,"76.5",1
2012,"MISSISSIPPI","MS","GRENADA",28043,11335,"MITT ROMNEY","REPUBLICAN",5986,"52.8",1
2012,"MISSISSIPPI","MS","HANCOCK",28045,17167,"MITT ROMNEY","REPUBLICAN",12964,"75.5",1
2012,"MISSISSIPPI","MS","HARRISON",28047,63328,"MITT ROMNEY","REPUBLICAN",39470,"62.3",1
2012,"MISSISSIPPI","MS","HINDS",28049,106491,"BARACK OBAMA","DEMOCRAT",76112,"71.5",1
2012,"MISSISSIPPI","MS","HOLMES",28051,9288,"BARACK OBAMA","DEMOCRAT",7812,"84.1",1
2012,"MISSISSIPPI","MS","HUMPHREYS",28053,5212,"BARACK OBAMA","DEMOCRAT",3903,"74.9",1
2012,"MISSISSIPPI","MS","ISSAQUENA",28055,787,"BARACK OBAMA","DEMOCRAT",479,"60.9",1
2012,"MISSISSIPPI","MS","ITAWAMBA",28057,9318,"MITT ROMNEY","REPUBLICAN",7393,"79.3",1
2012,"MISSISSIPPI","MS","JACKSON",28059,53655,"MITT ROMNEY","REPUBLICAN",35747,"66.6",1
2012,"MISSISSIPPI","MS","JASPER",28061,9340,"BARACK OBAMA","DEMOCRAT",5097,"54.6",1
2012,"MISSISSIPPI","MS","JEFFERSON",28063,4433,"BARACK OBAMA","DEMOCRAT",3951,"89.1",1
2012,"MISSISSIPPI","MS","JEFFERSON DAVIS",28065,6864,"BARACK OBAMA","DEMOCRAT",4267,"62.2",1
2012,"MISSISSIPPI","MS","JONES",28067,30159,"MITT ROMNEY","REPUBLICAN",20687,"68.6",1
2012,"MISSISSIPPI","MS","KEMPER",28069,5052,"BARACK OBAMA","DEMOCRAT",3239,"64.1",1
2012,"MISSISSIPPI","MS","LAFAYETTE",28071,19505,"MITT ROMNEY","REPUBLICAN",11075,"56.8",1
2012,"MISSISSIPPI","MS","LAMAR",28073,24889,"MITT ROMNEY","REPUBLICAN",19101,"76.7",1
2012,"MISSISSIPPI","MS","LAUDERDALE",28075,32777,"MITT ROMNEY","REPUBLICAN",18700,"57.1",1
2012,"MISSISSIPPI","MS","LAWRENCE",28077,6698,"MITT ROMNEY","REPUBLICAN",4192,"62.6",1
2012,"MISSISSIPPI","MS","LEAKE",28079,8983,"MITT ROMNEY","REPUBLICAN",4863,"54.1",1
2012,"MISSISSIPPI","MS","LEE",28081,35306,"MITT ROMNEY","REPUBLICAN",22415,"63.5",1
2012,"MISSISSIPPI","MS","LEFLORE",28083,12773,"BARACK OBAMA","DEMOCRAT",9119,"71.4",1
2012,"MISSISSIPPI","MS","LINCOLN",28085,16414,"MITT ROMNEY","REPUBLICAN",10839,"66.0",1
2012,"MISSISSIPPI","MS","LOWNDES",28087,27158,"MITT ROMNEY","REPUBLICAN",13518,"49.8",1
2012,"MISSISSIPPI","MS","MADISON",28089,49571,"MITT ROMNEY","REPUBLICAN",28507,"57.5",1
2012,"MISSISSIPPI","MS","MARION",28091,12729,"MITT ROMNEY","REPUBLICAN",8237,"64.7",1
2012,"MISSISSIPPI","MS","MARSHALL",28093,16240,"BARACK OBAMA","DEMOCRAT",9650,"59.4",1
2012,"MISSISSIPPI","MS","MONROE",28095,16918,"MITT ROMNEY","REPUBLICAN",9723,"57.5",1
2012,"MISSISSIPPI","MS","MONTGOMERY",28097,5645,"MITT ROMNEY","REPUBLICAN",2947,"52.2",1
2012,"MISSISSIPPI","MS","NESHOBA",28099,11015,"MITT ROMNEY","REPUBLICAN",7837,"71.1",1
2012,"MISSISSIPPI","MS","NEWTON",28101,9777,"MITT ROMNEY","REPUBLICAN",6394,"65.4",1
2012,"MISSISSIPPI","MS","NOXUBEE",28103,6264,"BARACK OBAMA","DEMOCRAT",4920,"78.5",1
2012,"MISSISSIPPI","MS","OKTIBBEHA",28105,18117,"BARACK OBAMA","DEMOCRAT",9095,"50.2",1
2012,"MISSISSIPPI","MS","PANOLA",28107,16826,"BARACK OBAMA","DEMOCRAT",9079,"54.0",1
2012,"MISSISSIPPI","MS","PEARL RIVER",28109,22224,"MITT ROMNEY","REPUBLICAN",17549,"79.0",1
2012,"MISSISSIPPI","MS","PERRY",28111,5722,"MITT ROMNEY","REPUBLICAN",4137,"72.3",1
2012,"MISSISSIPPI","MS","PIKE",28113,17974,"BARACK OBAMA","DEMOCRAT",9650,"53.7",1
2012,"MISSISSIPPI","MS","PONTOTOC",28115,12411,"MITT ROMNEY","REPUBLICAN",9448,"76.1",1
2012,"MISSISSIPPI","MS","PRENTISS",28117,10033,"MITT ROMNEY","REPUBLICAN",7075,"70.5",1
2012,"MISSISSIPPI","MS","QUITMAN",28119,3979,"BARACK OBAMA","DEMOCRAT",2837,"71.3",1
2012,"MISSISSIPPI","MS","RANKIN",28121,64145,"MITT ROMNEY","REPUBLICAN",48444,"75.5",1
2012,"MISSISSIPPI","MS","SCOTT",28123,11202,"MITT ROMNEY","REPUBLICAN",6089,"54.4",1
2012,"MISSISSIPPI","MS","SHARKEY",28125,2532,"BARACK OBAMA","DEMOCRAT",1782,"70.4",1
2012,"MISSISSIPPI","MS","SIMPSON",28127,12249,"MITT ROMNEY","REPUBLICAN",7424,"60.6",1
2012,"MISSISSIPPI","MS","SMITH",28129,8099,"MITT ROMNEY","REPUBLICAN",6049,"74.7",1
2012,"MISSISSIPPI","MS","STONE",28131,7532,"MITT ROMNEY","REPUBLICAN",5420,"72.0",1
2012,"MISSISSIPPI","MS","SUNFLOWER",28133,11228,"BARACK OBAMA","DEMOCRAT",8199,"73.0",1
2012,"MISSISSIPPI","MS","TALLAHATCHIE",28135,6503,"BARACK OBAMA","DEMOCRAT",3959,"60.9",1
2012,"MISSISSIPPI","MS","TATE",28137,12406,"MITT ROMNEY","REPUBLICAN",7332,"59.1",1
2012,"MISSISSIPPI","MS","TIPPAH",28139,9164,"MITT ROMNEY","REPUBLICAN",6717,"73.3",1
2012,"MISSISSIPPI","MS","TISHOMINGO",28141,7936,"MITT ROMNEY","REPUBLICAN",6133,"77.3",1
2012,"MISSISSIPPI","MS","TUNICA",28143,4382,"BARACK OBAMA","DEMOCRAT",3475,"79.3",1
2012,"MISSISSIPPI","MS","UNION",28145,11365,"MITT ROMNEY","REPUBLICAN",8498,"74.8",1
2012,"MISSISSIPPI","MS","WALTHALL",28147,7551,"MITT ROMNEY","REPUBLICAN",4051,"53.6",1
2012,"MISSISSIPPI","MS","WARREN",28149,21391,"BARACK OBAMA","DEMOCRAT",10786,"50.4",1
2012,"MISSISSIPPI","MS","WASHINGTON",28151,19715,"BARACK OBAMA","DEMOCRAT",13981,"70.9",1
2012,"MISSISSIPPI","MS","WAYNE",28153,10332,"MITT ROMNEY","REPUBLICAN",6111,"59.1",1
2012,"MISSISSIPPI","MS","WEBSTER",28155,5234,"MITT ROMNEY","REPUBLICAN",3992,"76.3",1
2012,"MISSISSIPPI","MS","WILKINSON",28157,4853,"BARACK OBAMA","DEMOCRAT",3412,"70.3",1
2012,"MISSISSIPPI","MS","WINSTON",28159,9829,"MITT ROMNEY","REPUBLICAN",5168,"52.6",1
2012,"MISSISSIPPI","MS","YALOBUSHA",28161,6354,"MITT ROMNEY","REPUBLICAN",3276,"51.6",1
2012,"MISSISSIPPI","MS","YAZOO",28163,11620,"BARACK OBAMA","DEMOCRAT",6603,"56.8",1
2012,"MISSOURI","MO","ADAIR",29001,10126,"MITT ROMNEY","REPUBLICAN",5651,"55.8",1
2012,"MISSOURI","MO","ANDREW",29003,8306,"MITT ROMNEY","REPUBLICAN",5457,"65.7",1
2012,"MISSOURI","MO","ATCHISON",29005,2709,"MITT ROMNEY","REPUBLICAN",1902,"70.2",1
2012,"MISSOURI","MO","AUDRAIN",29007,9952,"MITT ROMNEY","REPUBLICAN",6186,"62.2",1
2012,"MISSOURI","MO","BARRY",29009,13806,"MITT ROMNEY","REPUBLICAN",9832,"71.2",1
2012,"MISSOURI","MO","BARTON",29011,5746,"MITT ROMNEY","REPUBLICAN",4418,"76.9",1
2012,"MISSOURI","MO","BATES",29013,7771,"MITT ROMNEY","REPUBLICAN",5020,"64.6",1
2012,"MISSOURI","MO","BENTON",29015,9157,"MITT ROMNEY","REPUBLICAN",6069,"66.3",1
2012,"MISSOURI","MO","BOLLINGER",29017,5456,"MITT ROMNEY","REPUBLICAN",4095,"75.1",1
2012,"MISSOURI","MO","BOONE",29019,79422,"BARACK OBAMA","DEMOCRAT",39847,"50.2",1
2012,"MISSOURI","MO","BUCHANAN",29021,35106,"MITT ROMNEY","REPUBLICAN",18660,"53.2",1
2012,"MISSOURI","MO","BUTLER",29023,16889,"MITT ROMNEY","REPUBLICAN",12248,"72.5",1
2012,"MISSOURI","MO","CALDWELL",29025,4167,"MITT ROMNEY","REPUBLICAN",2721,"65.3",1
2012,"MISSOURI","MO","CALLAWAY",29027,18232,"MITT ROMNEY","REPUBLICAN",11745,"64.4",1
2012,"MISSOURI","MO","CAMDEN",29029,21945,"MITT ROMNEY","REPUBLICAN",15092,"68.8",1
2012,"MISSOURI","MO","CAPE GIRARDEAU",29031,35716,"MITT ROMNEY","REPUBLICAN",25370,"71.0",1
2012,"MISSOURI","MO","CARROLL",29033,4304,"MITT ROMNEY","REPUBLICAN",3072,"71.4",1
2012,"MISSOURI","MO","CARTER",29035,2799,"MITT ROMNEY","REPUBLICAN",1978,"70.7",1
2012,"MISSOURI","MO","CASS",29037,48913,"MITT ROMNEY","REPUBLICAN",30912,"63.2",1
2012,"MISSOURI","MO","CEDAR",29039,6045,"MITT ROMNEY","REPUBLICAN",4376,"72.4",1
2012,"MISSOURI","MO","CHARITON",29041,3821,"MITT ROMNEY","REPUBLICAN",2402,"62.9",1
2012,"MISSOURI","MO","CHRISTIAN",29043,37964,"MITT ROMNEY","REPUBLICAN",27473,"72.4",1
2012,"MISSOURI","MO","CLARK",29045,3225,"MITT ROMNEY","REPUBLICAN",1730,"53.6",1
2012,"MISSOURI","MO","CLAY",29047,105589,"MITT ROMNEY","REPUBLICAN",56191,"53.2",1
2012,"MISSOURI","MO","CLINTON",29049,9861,"MITT ROMNEY","REPUBLICAN",5931,"60.1",1
2012,"MISSOURI","MO","COLE",29051,37062,"MITT ROMNEY","REPUBLICAN",24490,"66.1",1
2012,"MISSOURI","MO","COOPER",29053,7511,"MITT ROMNEY","REPUBLICAN",4887,"65.1",1
2012,"MISSOURI","MO","CRAWFORD",29055,9579,"MITT ROMNEY","REPUBLICAN",6434,"67.2",1
2012,"MISSOURI","MO","DADE",29057,3896,"MITT ROMNEY","REPUBLICAN",2895,"74.3",1
2012,"MISSOURI","MO","DALLAS",29059,7279,"MITT ROMNEY","REPUBLICAN",4992,"68.6",1
2012,"MISSOURI","MO","DAVIESS",29061,3521,"MITT ROMNEY","REPUBLICAN",2290,"65.0",1
2012,"MISSOURI","MO","DEKALB",29063,4350,"MITT ROMNEY","REPUBLICAN",3056,"70.3",1
2012,"MISSOURI","MO","DENT",29065,6643,"MITT ROMNEY","REPUBLICAN",4883,"73.5",1
2012,"MISSOURI","MO","DOUGLAS",29067,6557,"MITT ROMNEY","REPUBLICAN",4649,"70.9",1
2012,"MISSOURI","MO","DUNKLIN",29069,10651,"MITT ROMNEY","REPUBLICAN",6850,"64.3",1
2012,"MISSOURI","MO","FRANKLIN",29071,46755,"MITT ROMNEY","REPUBLICAN",29396,"62.9",1
2012,"MISSOURI","MO","GASCONADE",29073,7134,"MITT ROMNEY","REPUBLICAN",4895,"68.6",1
2012,"MISSOURI","MO","GENTRY",29075,2999,"MITT ROMNEY","REPUBLICAN",1988,"66.3",1
2012,"MISSOURI","MO","GREENE",29077,125848,"MITT ROMNEY","REPUBLICAN",76900,"61.1",1
2012,"MISSOURI","MO","GRUNDY",29079,4374,"MITT ROMNEY","REPUBLICAN",3030,"69.3",1
2012,"MISSOURI","MO","HARRISON",29081,3695,"MITT ROMNEY","REPUBLICAN",2624,"71.0",1
2012,"MISSOURI","MO","HENRY",29083,10123,"MITT ROMNEY","REPUBLICAN",6229,"61.5",1
2012,"MISSOURI","MO","HICKORY",29085,4680,"MITT ROMNEY","REPUBLICAN",2835,"60.6",1
2012,"MISSOURI","MO","HOLT",29087,2310,"MITT ROMNEY","REPUBLICAN",1725,"74.7",1
2012,"MISSOURI","MO","HOWARD",29089,4867,"MITT ROMNEY","REPUBLICAN",3017,"62.0",1
2012,"MISSOURI","MO","HOWELL",29091,16346,"MITT ROMNEY","REPUBLICAN",11544,"70.6",1
2012,"MISSOURI","MO","IRON",29093,4031,"MITT ROMNEY","REPUBLICAN",2252,"55.9",1
2012,"MISSOURI","MO","JACKSON",29095,174764,"MITT ROMNEY","REPUBLICAN",93199,"53.3",1
2012,"MISSOURI","MO","JASPER",29097,45218,"MITT ROMNEY","REPUBLICAN",31349,"69.3",1
2012,"MISSOURI","MO","JEFFERSON",29099,97611,"MITT ROMNEY","REPUBLICAN",53978,"55.3",1
2012,"MISSOURI","MO","JOHNSON",29101,21021,"MITT ROMNEY","REPUBLICAN",12763,"60.7",1
2012,"MISSOURI","MO","KANSAS CITY",36000,136802,"BARACK OBAMA","DEMOCRAT",105670,"77.2",1
2012,"MISSOURI","MO","KNOX",29103,1957,"MITT ROMNEY","REPUBLICAN",1205,"61.6",1
2012,"MISSOURI","MO","LACLEDE",29105,15362,"MITT ROMNEY","REPUBLICAN",10934,"71.2",1
2012,"MISSOURI","MO","LAFAYETTE",29107,15795,"MITT ROMNEY","REPUBLICAN",9803,"62.1",1
2012,"MISSOURI","MO","LAWRENCE",29109,15755,"MITT ROMNEY","REPUBLICAN",11421,"72.5",1
2012,"MISSOURI","MO","LEWIS",29111,4279,"MITT ROMNEY","REPUBLICAN",2677,"62.6",1
2012,"MISSOURI","MO","LINCOLN",29113,22652,"MITT ROMNEY","REPUBLICAN",14332,"63.3",1
2012,"MISSOURI","MO","LINN",29115,5550,"MITT ROMNEY","REPUBLICAN",3344,"60.3",1
2012,"MISSOURI","MO","LIVINGSTON",29117,6054,"MITT ROMNEY","REPUBLICAN",4006,"66.2",1
2012,"MISSOURI","MO","MACON",29121,7160,"MITT ROMNEY","REPUBLICAN",4701,"65.7",1
2012,"MISSOURI","MO","MADISON",29123,4930,"MITT ROMNEY","REPUBLICAN",3227,"65.5",1
2012,"MISSOURI","MO","MARIES",29125,4538,"MITT ROMNEY","REPUBLICAN",3165,"69.7",1
2012,"MISSOURI","MO","MARION",29127,12158,"MITT ROMNEY","REPUBLICAN",7923,"65.2",1
2012,"MISSOURI","MO","MCDONALD",29119,7817,"MITT ROMNEY","REPUBLICAN",5694,"72.8",1
2012,"MISSOURI","MO","MERCER",29129,1655,"MITT ROMNEY","REPUBLICAN",1255,"75.8",1
2012,"MISSOURI","MO","MILLER",29131,11019,"MITT ROMNEY","REPUBLICAN",8099,"73.5",1
2012,"MISSOURI","MO","MISSISSIPPI",29133,4920,"MITT ROMNEY","REPUBLICAN",2997,"60.9",1
2012,"MISSOURI","MO","MONITEAU",29135,6443,"MITT ROMNEY","REPUBLICAN",4704,"73.0",1
2012,"MISSOURI","MO","MONROE",29137,4057,"MITT ROMNEY","REPUBLICAN",2564,"63.2",1
2012,"MISSOURI","MO","MONTGOMERY",29139,5327,"MITT ROMNEY","REPUBLICAN",3490,"65.5",1
2012,"MISSOURI","MO","MORGAN",29141,8688,"MITT ROMNEY","REPUBLICAN",5733,"66.0",1
2012,"MISSOURI","MO","NEW MADRID",29143,7250,"MITT ROMNEY","REPUBLICAN",4284,"59.1",1
2012,"MISSOURI","MO","NEWTON",29145,25083,"MITT ROMNEY","REPUBLICAN",18181,"72.5",1
2012,"MISSOURI","MO","NODAWAY",29147,8976,"MITT ROMNEY","REPUBLICAN",5593,"62.3",1
2012,"MISSOURI","MO","OREGON",29149,4421,"MITT ROMNEY","REPUBLICAN",2886,"65.3",1
2012,"MISSOURI","MO","OSAGE",29151,6919,"MITT ROMNEY","REPUBLICAN",5329,"77.0",1
2012,"MISSOURI","MO","OZARK",29153,4453,"MITT ROMNEY","REPUBLICAN",3080,"69.2",1
2012,"MISSOURI","MO","PEMISCOT",29155,6335,"MITT ROMNEY","REPUBLICAN",3598,"56.8",1
2012,"MISSOURI","MO","PERRY",29157,7987,"MITT ROMNEY","REPUBLICAN",5669,"71.0",1
2012,"MISSOURI","MO","PETTIS",29159,17175,"MITT ROMNEY","REPUBLICAN",10842,"63.1",1
2012,"MISSOURI","MO","PHELPS",29161,18190,"MITT ROMNEY","REPUBLICAN",11895,"65.4",1
2012,"MISSOURI","MO","PIKE",29163,7321,"MITT ROMNEY","REPUBLICAN",4577,"62.5",1
2012,"MISSOURI","MO","PLATTE",29165,45552,"MITT ROMNEY","REPUBLICAN",25618,"56.2",1
2012,"MISSOURI","MO","POLK",29167,13119,"MITT ROMNEY","REPUBLICAN",9252,"70.5",1
2012,"MISSOURI","MO","PULASKI",29169,13571,"MITT ROMNEY","REPUBLICAN",9092,"67.0",1
2012,"MISSOURI","MO","PUTNAM",29171,2309,"MITT ROMNEY","REPUBLICAN",1673,"72.5",1
2012,"MISSOURI","MO","RALLS",29173,5036,"MITT ROMNEY","REPUBLICAN",3231,"64.2",1
2012,"MISSOURI","MO","RANDOLPH",29175,9944,"MITT ROMNEY","REPUBLICAN",6667,"67.0",1
2012,"MISSOURI","MO","RAY",29177,10367,"MITT ROMNEY","REPUBLICAN",5815,"56.1",1
2012,"MISSOURI","MO","REYNOLDS",29179,3202,"MITT ROMNEY","REPUBLICAN",1931,"60.3",1
2012,"MISSOURI","MO","RIPLEY",29181,5263,"MITT ROMNEY","REPUBLICAN",3743,"71.1",1
